cisp,mes,ano,mes_ano,aisp,risp,munic,mcirc,regiao,hom_doloso,lesao_corp_morte,latrocinio,cvli,hom_por_interv_policial,feminicidio,letalidade_violenta,tentat_hom,tentativa_feminicidio,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_transeunte,roubo_celular,roubo_em_coletivo,roubo_rua,roubo_veiculo,roubo_carga,roubo_comercio,roubo_residencia,roubo_banco,roubo_cx_eletronico,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,total_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,posse_drogas,trafico_drogas,apreensao_drogas_sem_autor,recuperacao_veiculos,apf,aaapai,cmp,cmba,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias,fase
28,2,2024,2024-02-01,18,2,Rio de Janeiro,3304557,Capital,0,0,0,0,3,,3,2,,33,9,1,10,16,5,0,21,19,0,1,1,0,0.0,0,0,0.0,5,47,9,11,8,21,2.0,49,100,0,5,0,114,3,1.0,2.0,0.0,3,22.0,1.0,3.0,0.0,31,1,0,0,0,0,523,3
29,2,2024,2024-02-01,9,2,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,3,,76,3,0,30,80,39,26,145,62,2,2,1,0,0.0,0,0,0.0,40,252,28,30,23,38,0.0,135,254,0,2,0,158,1,0.0,1.0,0.0,26,29.0,1.0,12.0,0.0,54,4,0,0,0,0,1101,3
30,2,2024,2024-02-01,9,2,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,5,,57,3,0,10,42,31,5,78,72,0,3,0,0,0.0,0,0,0.0,14,167,35,9,6,16,0.0,61,127,0,1,0,88,7,3.0,3.0,1.0,6,32.0,1.0,4.0,1.0,56,0,0,0,0,0,693,3
31,2,2024,2024-02-01,41,2,Rio de Janeiro,3304557,Capital,1,0,0,1,1,,2,6,,34,2,0,17,31,14,5,50,33,1,1,0,0,0.0,0,1,0.0,13,99,13,5,5,14,2.0,38,77,0,1,0,76,6,0.0,6.0,0.0,39,12.0,0.0,3.0,1.0,36,5,0,0,0,0,528,3
32,2,2024,2024-02-01,18,2,Rio de Janeiro,3304557,Capital,11,0,0,11,3,,14,13,,152,21,3,59,54,42,5,101,42,1,2,3,0,0.0,1,0,2.0,35,187,42,20,31,53,3.0,242,391,0,11,0,395,19,5.0,14.0,0.0,38,77.0,2.0,33.0,0.0,174,12,0,0,0,0,2016,3
33,2,2024,2024-02-01,14,2,Rio de Janeiro,3304557,Capital,2,0,0,2,0,,2,3,,113,4,5,35,22,48,0,70,54,5,1,0,0,0.0,0,1,0.0,9,140,21,3,9,44,1.0,101,179,0,0,0,157,4,0.0,4.0,0.0,15,37.0,0.0,2.0,0.0,85,8,0,0,0,0,1002,3
34,2,2024,2024-02-01,14,2,Rio de Janeiro,3304557,Capital,8,0,0,8,1,,9,12,,137,8,5,39,55,32,9,96,45,4,0,2,0,0.0,0,0,0.0,9,156,20,13,6,39,0.0,114,192,0,2,1,207,19,3.0,14.0,3.0,46,71.0,4.0,56.0,4.0,126,11,1,0,0,0,1286,3
35,2,2024,2024-02-01,40,2,Rio de Janeiro,3304557,Capital,8,0,0,8,0,,8,6,,248,28,0,78,45,26,8,79,40,7,3,1,0,0.0,0,2,0.0,22,154,69,32,13,65,0.0,231,410,0,3,0,639,2,1.0,1.0,0.0,33,69.0,2.0,18.0,0.0,247,14,0,0,0,0,2375,3
36,2,2024,2024-02-01,27,2,Rio de Janeiro,3304557,Capital,5,0,0,5,0,,5,3,,118,7,7,42,20,13,6,39,12,2,5,1,0,0.0,0,0,0.0,4,63,26,6,13,17,3.0,87,152,0,3,0,160,1,0.0,1.0,0.0,23,51.0,1.0,4.0,0.0,108,11,1,0,0,0,1032,3
37,2,2024,2024-02-01,17,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,0,,40,2,1,23,13,4,1,18,14,3,0,1,0,0.0,0,0,0.0,4,40,10,15,11,27,1.0,89,153,0,2,1,104,7,6.0,1.0,0.0,15,21.0,3.0,6.0,6.0,70,5,0,0,0,0,872,3
38,2,2024,2024-02-01,16,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,4,,52,5,6,26,36,14,0,50,52,7,1,0,0,0.0,0,0,0.0,19,129,17,4,4,4,0.0,54,83,0,2,0,95,8,1.0,7.0,0.0,36,25.0,10.0,8.0,5.0,47,10,1,0,0,0,625,3
39,2,2024,2024-02-01,41,2,Rio de Janeiro,3304557,Capital,2,0,0,2,1,,3,2,,60,5,0,16,38,22,15,75,75,6,2,0,0,0.0,0,0,0.0,45,203,10,28,6,14,0.0,80,138,0,0,0,122,16,3.0,13.0,0.0,107,50.0,9.0,25.0,0.0,30,5,1,0,0,0,927,3
40,2,2024,2024-02-01,9,2,Rio de Janeiro,3304557,Capital,5,0,0,5,0,,5,6,,21,3,0,29,45,25,9,79,40,1,0,0,0,0.0,0,1,1.0,10,132,17,7,5,12,1.0,30,72,0,0,0,64,6,0.0,6.0,0.0,16,36.0,1.0,6.0,0.0,31,1,0,0,0,0,494,3
41,2,2024,2024-02-01,18,2,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,2,,36,2,0,29,16,12,1,29,16,0,0,0,0,0.0,0,0,0.0,7,52,8,5,14,16,2.0,74,119,0,5,0,124,2,0.0,2.0,0.0,7,9.0,0.0,3.0,0.0,60,7,0,0,0,0,626,3
42,2,2024,2024-02-01,31,2,Rio de Janeiro,3304557,Capital,2,0,1,3,0,,3,5,,75,3,1,25,41,18,9,68,21,2,1,1,0,0.0,0,0,0.0,8,101,70,19,19,56,8.0,119,291,0,4,0,239,23,12.0,10.0,1.0,10,53.0,12.0,10.0,2.0,96,4,0,0,0,0,1321,3
43,2,2024,2024-02-01,27,2,Rio de Janeiro,3304557,Capital,3,0,0,3,0,,3,4,,82,7,0,29,19,11,14,44,6,0,1,2,0,0.0,0,0,0.0,6,59,9,2,3,14,1.0,51,80,0,2,0,92,2,2.0,0.0,0.0,18,26.0,4.0,2.0,0.0,104,11,1,0,0,0,661,3
44,2,2024,2024-02-01,3,1,Rio de Janeiro,3304557,Capital,0,0,0,0,5,,5,13,,36,4,0,26,34,25,5,64,50,1,2,0,0,0.0,0,0,1.0,25,143,15,11,2,20,1.0,88,137,0,1,0,68,4,0.0,4.0,0.0,19,23.0,4.0,6.0,0.0,36,1,0,0,0,0,647,3
48,2,2024,2024-02-01,24,3,Seropédica,3305554,Baixada Fluminense,2,0,0,2,0,,2,3,,19,3,0,21,8,4,0,12,10,0,0,2,0,0.0,0,0,0.0,3,27,2,1,1,7,2.0,15,28,0,2,0,43,2,2.0,0.0,0.0,12,24.0,1.0,3.0,1.0,22,1,0,0,0,0,289,3
50,2,2024,2024-02-01,24,3,Itaguaí,3302007,Baixada Fluminense,2,0,0,2,0,,2,3,,43,6,2,10,12,6,4,22,8,0,0,3,0,1.0,0,0,0.0,6,40,11,9,1,9,1.0,27,58,0,4,0,66,7,3.0,4.0,0.0,15,21.0,3.0,10.0,0.0,52,4,0,0,0,0,433,3
51,2,2024,2024-02-01,24,3,Paracambi,3303609,Baixada Fluminense,1,0,0,1,0,,1,0,,19,1,1,4,0,2,0,2,0,0,1,0,0,0.0,0,0,0.0,0,3,0,1,0,3,1.0,8,13,0,0,0,11,8,4.0,3.0,1.0,0,9.0,1.0,3.0,0.0,15,0,0,0,0,0,114,3
52,2,2024,2024-02-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,1,0,0,1,1,,2,1,,68,7,3,37,71,42,7,120,66,4,6,0,0,0.0,0,0,0.0,13,209,51,12,7,29,2.0,137,238,0,3,0,79,5,5.0,0.0,0.0,18,43.0,2.0,14.0,0.0,89,10,0,0,0,0,1225,3
53,2,2024,2024-02-01,20,3,Mesquita,3302858,Baixada Fluminense,2,0,0,2,1,,3,9,,65,4,2,19,39,25,7,71,32,0,3,0,0,0.0,0,0,1.0,9,116,17,4,3,6,1.0,50,81,0,2,0,79,5,3.0,2.0,0.0,12,16.0,0.0,8.0,0.0,60,5,0,0,0,0,585,3
54,2,2024,2024-02-01,39,3,Belford Roxo,3300456,Baixada Fluminense,8,0,0,8,3,,11,8,,120,16,4,35,95,72,13,180,101,10,3,0,1,0.0,0,0,0.0,32,327,36,9,4,10,3.0,114,176,0,9,3,181,13,2.0,8.0,3.0,74,57.0,2.0,26.0,0.0,146,23,0,0,0,0,1408,3
55,2,2024,2024-02-01,24,3,Queimados,3304144,Baixada Fluminense,3,0,0,3,0,,3,6,,53,8,1,8,21,8,0,29,7,0,2,2,0,0.0,0,1,0.0,4,45,9,7,3,5,2.0,58,84,0,2,1,64,7,4.0,3.0,0.0,21,22.0,0.0,13.0,2.0,58,11,1,0,0,0,566,3
56,2,2024,2024-02-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,2,0,2,4,0,,4,4,,135,10,2,33,51,43,15,109,36,3,6,1,0,0.0,0,1,0.0,23,179,21,4,2,10,1.0,52,90,0,3,0,80,5,1.0,4.0,0.0,16,66.0,1.0,7.0,0.0,115,8,0,0,0,0,796,3
57,2,2024,2024-02-01,20,3,Nilópolis,3303203,Baixada Fluminense,0,0,0,0,2,,2,5,,57,2,0,12,42,16,1,59,16,0,1,1,0,0.0,0,0,1.0,9,87,22,7,2,10,0.0,88,129,0,2,0,89,2,0.0,2.0,0.0,9,14.0,1.0,10.0,0.0,78,1,0,0,0,0,699,3
58,2,2024,2024-02-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,13,1,0,14,2,,16,1,,167,6,7,24,74,47,5,126,61,6,4,3,0,0.0,0,1,1.0,15,217,31,1,0,12,4.0,50,98,0,1,0,101,9,4.0,5.0,0.0,21,45.0,3.0,7.0,0.0,151,19,0,1,0,0,1084,3
59,2,2024,2024-02-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,4,0,1,5,2,,7,4,,95,4,2,40,119,66,7,192,120,14,2,1,0,0.0,0,3,0.0,31,363,27,46,5,29,0.0,184,291,0,1,1,142,6,3.0,3.0,0.0,117,27.0,2.0,12.0,0.0,85,13,1,0,0,0,1520,3
60,2,2024,2024-02-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,10,2,0,12,0,,12,11,,68,11,6,44,47,26,6,79,111,19,2,0,0,0.0,0,0,1.0,27,239,26,4,1,8,1.0,52,92,0,1,0,110,7,0.0,7.0,0.0,47,38.0,4.0,13.0,2.0,61,11,1,0,0,0,915,3
61,2,2024,2024-02-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,1,0,0,1,0,,1,1,,23,3,0,4,4,3,1,8,7,0,0,1,0,0.0,0,0,0.0,1,17,5,1,0,1,1.0,3,11,0,0,0,23,0,0.0,0.0,0.0,9,11.0,0.0,0.0,0.0,30,3,0,0,0,0,153,3
62,2,2024,2024-02-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,0,0,1,1,0,,1,1,,54,7,0,8,43,12,7,62,28,3,0,0,0,0.0,0,0,1.0,8,102,21,0,2,1,2.0,22,48,0,4,0,75,7,1.0,5.0,1.0,15,21.0,0.0,1.0,0.0,34,2,1,0,0,0,435,3
63,2,2024,2024-02-01,24,3,Japeri,3302270,Baixada Fluminense,1,0,0,1,1,,2,1,,35,5,0,1,1,0,0,1,6,1,0,0,0,0.0,0,0,0.0,2,10,6,0,1,2,0.0,11,20,0,0,0,11,2,0.0,2.0,0.0,7,19.0,0.0,6.0,3.0,21,2,0,0,0,0,231,3
64,2,2024,2024-02-01,21,3,São João de Meriti,3305109,Baixada Fluminense,10,0,0,10,6,,16,14,,154,9,2,51,81,35,37,153,75,8,3,3,0,2.0,0,1,0.0,35,280,45,8,8,26,0.0,123,210,0,11,2,294,19,2.0,17.0,0.0,61,66.0,3.0,13.0,0.0,157,26,1,0,0,0,1676,3
65,2,2024,2024-02-01,34,3,Magé,3302502,Baixada Fluminense,0,0,0,0,1,,1,2,,41,4,2,18,1,0,0,1,0,0,0,1,0,0.0,0,0,0.0,2,4,6,2,0,6,1.0,26,41,0,0,0,26,5,2.0,3.0,0.0,2,8.0,2.0,8.0,1.0,27,3,0,0,0,0,264,3
66,2,2024,2024-02-01,34,3,Magé,3302502,Baixada Fluminense,1,0,0,1,0,,1,8,,88,12,0,24,14,3,0,17,2,0,0,0,0,0.0,0,0,0.0,1,20,14,3,1,7,2.0,62,89,0,3,0,65,5,3.0,2.0,0.0,5,34.0,0.0,5.0,0.0,106,10,0,0,0,0,580,3
67,2,2024,2024-02-01,34,3,Guapimirim,3301850,Baixada Fluminense,2,0,0,2,0,,2,0,,29,7,0,10,1,0,0,1,1,0,0,1,0,0.0,0,0,0.0,2,5,1,3,0,2,1.0,21,28,0,4,0,29,7,3.0,3.0,1.0,1,4.0,2.0,3.0,0.0,40,1,0,0,0,0,222,3
1,3,2024,2024-03-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,9,0,0,4,45,22,3,70,1,0,0,0,0,0.0,0,0,0.0,3,74,5,72,19,74,1.0,103,274,0,3,0,97,5,2.0,2.0,1.0,3,24.0,10.0,15.0,0.0,14,2,0,0,0,0,631,3
4,3,2024,2024-03-01,5,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,4,,28,3,0,14,31,23,3,57,4,0,0,0,0,0.0,0,1,0.0,6,68,7,34,17,114,1.0,76,249,0,2,0,27,14,4.0,10.0,0.0,3,43.0,3.0,20.0,2.0,16,5,0,0,0,0,595,3
5,3,2024,2024-03-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,2,,57,4,0,5,97,109,8,214,7,0,0,0,0,0.0,0,0,0.0,16,237,10,93,7,161,4.0,112,387,0,4,0,120,19,5.0,11.0,3.0,4,43.0,12.0,18.0,7.0,32,5,1,0,0,0,1181,3
6,3,2024,2024-03-01,4,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,22,4,0,26,33,15,7,55,19,8,2,0,0,0.0,0,0,0.0,11,95,16,49,40,40,0.0,73,218,0,0,0,76,4,1.0,3.0,0.0,21,28.0,0.0,9.0,1.0,17,4,0,0,0,0,644,3
7,3,2024,2024-03-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,17,0,0,1,27,3,0,30,2,0,0,0,0,0.0,0,0,0.0,1,33,8,5,0,11,1.0,27,52,0,1,0,36,3,0.0,2.0,1.0,4,8.0,0.0,0.0,0.0,15,1,0,0,0,0,228,3
9,3,2024,2024-03-01,2,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,19,1,3,15,69,50,5,124,17,0,0,2,0,1.0,0,0,5.0,13,162,33,40,11,152,8.0,178,422,0,3,0,160,8,7.0,1.0,0.0,1,31.0,16.0,9.0,0.0,48,4,0,0,0,0,1129,3
10,3,2024,2024-03-01,2,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,24,2,1,23,33,31,2,66,8,0,7,0,0,0.0,0,0,1.0,12,94,30,26,19,106,8.0,184,373,0,8,0,145,6,5.0,1.0,0.0,1,31.0,9.0,21.0,0.0,38,1,0,1,0,0,1007,3
11,3,2024,2024-03-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,7,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,0,0.0,0,1,4,0,2,2,1.0,9,18,0,0,0,10,0,0.0,0.0,0.0,1,0.0,0.0,6.0,0.0,5,3,0,0,0,0,92,3
12,3,2024,2024-03-01,19,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,40,0,0,14,27,10,0,37,1,1,1,3,0,0.0,0,0,0.0,5,48,9,83,20,99,9.0,167,387,0,5,0,164,4,2.0,2.0,0.0,0,43.0,19.0,19.0,7.0,40,7,0,0,0,0,968,3
13,3,2024,2024-03-01,19,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,16,0,0,6,6,5,1,12,0,0,1,1,0,0.0,0,0,1.0,6,21,8,22,7,37,6.0,87,167,0,1,0,106,5,4.0,1.0,0.0,2,31.0,3.0,6.0,0.0,15,1,0,0,0,0,503,3
14,3,2024,2024-03-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,40,0,0,4,17,13,0,30,1,0,1,2,0,0.0,0,0,2.0,11,47,12,49,2,125,13.0,130,331,0,2,0,192,7,5.0,2.0,0.0,0,47.0,12.0,16.0,4.0,31,5,0,0,0,0,912,3
15,3,2024,2024-03-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,19,6,0,13,6,27,1,34,5,0,0,0,0,0.0,0,0,1.0,9,49,19,8,6,79,4.0,72,188,0,4,0,138,3,1.0,2.0,0.0,3,15.0,3.0,1.0,0.0,23,1,0,0,0,0,622,3
16,3,2024,2024-03-01,31,2,Rio de Janeiro,3304557,Capital,12,0,0,12,0,,12,6,,69,11,1,43,64,21,11,96,8,0,6,0,0,0.0,0,1,0.0,42,153,55,27,45,115,3.0,321,566,0,5,1,384,25,17.0,7.0,1.0,12,87.0,26.0,22.0,6.0,89,8,0,0,0,0,1917,3
17,3,2024,2024-03-01,4,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,0,,26,1,2,35,27,21,21,69,38,11,1,0,0,0.0,0,0,0.0,27,146,19,16,21,52,1.0,101,210,0,2,0,52,10,2.0,7.0,1.0,5,17.0,5.0,12.0,0.0,21,3,0,0,0,0,722,3
18,3,2024,2024-03-01,6,1,Rio de Janeiro,3304557,Capital,0,0,1,1,0,,1,0,,26,2,0,20,59,61,12,132,36,0,4,0,0,0.0,0,0,0.0,17,189,9,58,14,221,4.0,166,472,0,0,0,95,8,7.0,0.0,1.0,3,15.0,1.0,9.0,0.0,26,1,0,0,0,0,1046,3
19,3,2024,2024-03-01,6,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,48,4,0,14,27,35,4,66,43,0,5,1,0,0.0,0,0,0.0,25,140,7,12,15,67,5.0,169,275,0,4,0,207,8,6.0,1.0,1.0,9,49.0,5.0,9.0,5.0,40,3,0,0,0,0,979,3
20,3,2024,2024-03-01,6,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,0,,35,2,0,16,28,40,5,73,33,0,3,0,0,0.0,0,0,0.0,12,121,9,13,14,34,2.0,99,171,0,6,0,152,4,2.0,1.0,1.0,2,26.0,1.0,9.0,0.0,36,4,0,0,0,0,780,3
21,3,2024,2024-03-01,22,1,Rio de Janeiro,3304557,Capital,1,0,1,2,2,,4,7,,61,3,1,71,58,45,24,127,109,20,0,1,0,0.0,0,0,0.0,38,295,32,15,33,47,1.0,175,303,0,4,0,166,20,7.0,11.0,2.0,97,72.0,3.0,41.0,5.0,63,10,0,0,0,0,1504,3
22,3,2024,2024-03-01,16,1,Rio de Janeiro,3304557,Capital,4,0,0,4,0,,4,1,,54,3,2,42,42,15,4,61,52,4,2,1,0,0.0,0,0,0.0,13,133,18,9,19,10,0.0,118,174,0,5,0,145,13,3.0,9.0,1.0,33,39.0,10.0,6.0,0.0,40,3,0,0,0,0,1024,3
23,3,2024,2024-03-01,3,1,Rio de Janeiro,3304557,Capital,1,0,1,2,1,,3,1,,14,0,0,11,26,31,1,58,29,0,0,0,0,0.0,0,1,0.0,19,107,12,9,14,22,0.0,108,165,0,2,0,85,2,1.0,0.0,1.0,6,35.0,4.0,12.0,2.0,36,2,0,0,0,0,589,3
24,3,2024,2024-03-01,3,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,0,,24,1,1,26,38,23,0,61,80,2,0,0,0,0.0,0,0,1.0,28,172,11,7,12,24,0.0,76,130,0,4,0,98,4,3.0,1.0,0.0,22,10.0,2.0,2.0,1.0,37,2,0,0,0,0,652,3
25,3,2024,2024-03-01,3,1,Rio de Janeiro,3304557,Capital,4,0,0,4,0,,4,4,,36,2,3,12,18,31,2,51,28,1,3,1,0,0.0,0,0,0.0,24,108,6,7,9,50,0.0,115,187,0,1,0,91,33,7.0,23.0,5.0,16,57.0,4.0,12.0,4.0,32,1,0,0,0,0,708,3
26,3,2024,2024-03-01,3,1,Rio de Janeiro,3304557,Capital,0,1,0,1,2,,3,0,,52,0,2,15,33,16,3,52,26,2,1,0,0,0.0,0,0,0.0,10,91,3,5,14,27,0.0,81,130,0,0,0,110,0,0.0,0.0,0.0,8,14.0,2.0,9.0,0.0,29,2,0,0,0,0,593,3
27,3,2024,2024-03-01,41,2,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,0,,79,3,1,13,53,67,4,124,158,5,1,0,0,0.0,0,1,0.0,32,321,32,12,18,16,1.0,93,172,0,1,0,139,1,1.0,0.0,0.0,25,35.0,5.0,8.0,1.0,66,3,0,0,0,0,1019,3
28,3,2024,2024-03-01,18,2,Rio de Janeiro,3304557,Capital,3,0,0,3,2,,5,0,,33,2,2,13,22,9,1,32,27,2,2,0,0,0.0,0,0,0.0,8,71,10,4,15,29,0.0,45,103,0,2,0,120,3,0.0,3.0,0.0,8,28.0,0.0,5.0,0.0,47,4,1,0,0,0,568,3
29,3,2024,2024-03-01,9,2,Rio de Janeiro,3304557,Capital,6,0,0,6,1,,7,4,,80,8,0,20,63,63,34,160,107,3,2,3,0,0.0,0,1,0.0,45,321,25,31,27,42,1.0,183,309,0,2,0,183,8,2.0,6.0,0.0,44,36.0,3.0,16.0,1.0,69,4,1,0,0,0,1308,3
30,3,2024,2024-03-01,9,2,Rio de Janeiro,3304557,Capital,0,0,0,0,1,,1,1,,62,3,0,24,33,26,3,62,52,1,4,0,0,0.0,0,0,0.0,9,128,19,14,8,8,1.0,35,85,0,1,0,128,3,2.0,1.0,0.0,6,20.0,1.0,13.0,0.0,78,1,0,0,0,0,677,3
31,3,2024,2024-03-01,41,2,Rio de Janeiro,3304557,Capital,2,0,0,2,0,,2,1,,35,2,0,14,21,14,4,39,54,2,4,0,0,0.0,0,0,0.0,9,108,29,5,3,16,0.0,46,99,0,1,0,97,6,1.0,4.0,1.0,25,17.0,3.0,5.0,1.0,29,3,0,0,0,0,570,3
32,3,2024,2024-03-01,18,2,Rio de Janeiro,3304557,Capital,11,0,0,11,3,,14,6,,149,15,1,63,58,27,9,94,23,5,3,2,0,0.0,0,0,0.0,32,159,53,15,23,53,2.0,312,458,0,8,0,422,17,7.0,8.0,2.0,32,84.0,8.0,19.0,2.0,183,21,0,0,0,0,2104,3
33,3,2024,2024-03-01,14,2,Rio de Janeiro,3304557,Capital,5,0,1,6,0,,6,0,,97,6,0,52,17,45,3,65,69,5,2,0,0,0.0,1,1,0.0,17,160,23,9,6,52,0.0,61,151,0,2,0,166,4,1.0,3.0,1.0,9,31.0,0.0,8.0,0.0,66,8,0,0,0,0,964,3
34,3,2024,2024-03-01,14,2,Rio de Janeiro,3304557,Capital,2,0,0,2,0,,2,1,,147,12,4,43,59,39,7,105,66,11,5,3,0,0.0,0,2,0.0,11,203,25,26,8,27,4.0,96,186,0,3,0,223,33,5.0,21.0,7.0,43,79.0,2.0,79.0,6.0,123,7,0,0,0,0,1406,3
35,3,2024,2024-03-01,40,2,Rio de Janeiro,3304557,Capital,7,1,0,8,0,,8,5,,258,22,5,91,54,31,6,91,58,3,5,1,0,0.0,0,0,0.0,37,195,62,34,14,49,4.0,337,500,0,4,2,567,4,1.0,2.0,1.0,19,109.0,4.0,21.0,1.0,255,22,2,0,0,0,2643,3
36,3,2024,2024-03-01,27,2,Rio de Janeiro,3304557,Capital,2,0,1,3,0,,3,4,,113,8,1,36,36,12,8,56,7,3,3,0,0,0.0,0,0,0.0,9,78,23,2,9,9,3.0,98,144,0,2,0,165,1,1.0,0.0,0.0,15,50.0,0.0,10.0,1.0,136,17,1,0,0,0,1061,3
37,3,2024,2024-03-01,17,1,Rio de Janeiro,3304557,Capital,2,0,0,2,0,,2,2,,50,2,2,28,9,11,2,22,14,3,0,0,0,0.0,0,0,0.0,5,44,19,8,19,27,4.0,97,174,0,2,0,134,6,5.0,1.0,0.0,24,31.0,0.0,4.0,4.0,65,1,1,0,0,0,813,3
38,3,2024,2024-03-01,16,1,Rio de Janeiro,3304557,Capital,2,0,0,2,1,,3,7,,60,4,1,30,39,20,1,60,75,8,2,2,0,0.0,0,0,0.0,19,166,18,1,5,9,0.0,70,103,0,5,0,127,10,1.0,8.0,1.0,63,29.0,9.0,5.0,2.0,43,7,0,0,0,0,756,3
39,3,2024,2024-03-01,41,2,Rio de Janeiro,3304557,Capital,8,0,0,8,0,,8,3,,36,7,2,16,65,22,23,110,90,9,6,1,0,0.0,0,0,0.0,57,273,12,8,6,16,0.0,92,134,0,1,0,97,14,0.0,14.0,0.0,69,76.0,5.0,7.0,1.0,35,3,0,0,0,0,874,3
40,3,2024,2024-03-01,9,2,Rio de Janeiro,3304557,Capital,2,0,1,3,1,,4,4,,38,2,1,33,48,41,9,98,57,4,0,0,0,0.0,0,0,0.0,20,179,16,5,3,14,0.0,61,99,0,4,0,79,2,0.0,2.0,0.0,24,13.0,1.0,13.0,0.0,40,0,0,0,0,0,601,3
41,3,2024,2024-03-01,18,2,Rio de Janeiro,3304557,Capital,1,0,0,1,1,,2,2,,42,1,0,34,19,12,5,36,26,1,2,0,0,0.0,0,0,0.0,9,74,10,4,12,31,3.0,90,150,0,3,0,173,6,2.0,3.0,1.0,11,18.0,2.0,2.0,0.0,53,2,0,0,0,0,746,3
42,3,2024,2024-03-01,31,2,Rio de Janeiro,3304557,Capital,4,0,0,4,1,,5,6,,77,7,0,33,27,11,8,46,9,0,3,2,0,0.0,0,0,0.0,21,81,95,11,18,37,4.0,174,339,0,8,0,278,21,15.0,5.0,1.0,10,35.0,9.0,16.0,4.0,95,13,0,0,0,0,1383,3
43,3,2024,2024-03-01,27,2,Rio de Janeiro,3304557,Capital,8,0,0,8,0,,8,3,,112,9,0,22,10,9,1,20,5,0,2,0,0,0.0,0,0,0.0,5,32,12,1,2,15,3.0,33,66,0,2,0,95,0,0.0,0.0,0.0,5,16.0,0.0,4.0,1.0,84,10,0,0,0,0,599,3
44,3,2024,2024-03-01,3,1,Rio de Janeiro,3304557,Capital,1,0,1,2,1,,3,7,,39,2,2,38,37,24,6,67,95,1,0,1,0,0.0,0,0,0.0,36,200,15,8,13,14,1.0,73,124,0,1,0,77,8,2.0,6.0,0.0,17,23.0,0.0,12.0,0.0,34,2,0,0,0,0,739,3
48,3,2024,2024-03-01,24,3,Seropédica,3305554,Baixada Fluminense,1,0,0,1,0,,1,0,,37,2,3,8,6,5,0,11,9,1,0,0,0,0.0,0,0,0.0,1,22,6,1,0,3,1.0,20,31,0,0,0,52,1,1.0,0.0,0.0,8,10.0,0.0,2.0,1.0,26,3,0,0,0,0,290,3
50,3,2024,2024-03-01,24,3,Itaguaí,3302007,Baixada Fluminense,4,0,0,4,1,,5,5,,56,3,1,12,1,6,0,7,8,0,1,0,0,0.0,0,0,0.0,1,17,17,2,3,6,1.0,49,78,0,1,0,75,11,6.0,5.0,0.0,13,30.0,1.0,9.0,0.0,62,11,0,0,0,0,462,3
51,3,2024,2024-03-01,24,3,Paracambi,3303609,Baixada Fluminense,0,0,0,0,0,,0,0,,19,0,0,2,3,0,0,3,0,0,0,0,0,0.0,0,0,0.0,0,3,2,0,0,2,1.0,7,12,0,0,0,37,9,3.0,5.0,1.0,0,17.0,0.0,3.0,0.0,21,1,0,0,0,0,163,3
