cisp,mes,ano,mes_ano,aisp,risp,munic,mcirc,regiao,hom_doloso,lesao_corp_morte,latrocinio,cvli,hom_por_interv_policial,feminicidio,letalidade_violenta,tentat_hom,tentativa_feminicidio,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_transeunte,roubo_celular,roubo_em_coletivo,roubo_rua,roubo_veiculo,roubo_carga,roubo_comercio,roubo_residencia,roubo_banco,roubo_cx_eletronico,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,total_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,posse_drogas,trafico_drogas,apreensao_drogas_sem_autor,recuperacao_veiculos,apf,aaapai,cmp,cmba,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias,fase
7,1,2024,2024-01-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,12,0,0,1,7,7,2,16,4,0,0,0,0,0.0,0,0,0.0,9,29,8,6,0,19,0.0,38,71,0,0,0,26,3,0.0,1.0,2.0,3,9.0,0.0,0.0,0.0,12,2,0,0,0,0,240,3
9,1,2024,2024-01-01,2,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,43,4,2,14,64,50,4,118,12,0,1,0,0,0.0,0,1,2.0,23,157,28,47,20,258,9.0,249,611,0,1,1,181,10,6.0,2.0,2.0,3,23.0,14.0,3.0,1.0,43,1,0,0,0,0,1355,3
10,1,2024,2024-01-01,2,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,26,0,0,32,53,28,5,86,3,0,9,0,0,0.0,0,1,1.0,9,109,33,28,23,144,13.0,228,469,0,5,0,136,2,2.0,0.0,0.0,5,26.0,9.0,8.0,7.0,29,4,0,0,0,0,1084,3
11,1,2024,2024-01-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,12,4,0,2,2,1,0,3,0,0,0,0,0,0.0,0,0,0.0,0,3,2,6,4,1,0.0,8,21,0,0,0,18,1,1.0,0.0,0.0,0,2.0,0.0,1.0,0.0,8,1,0,0,0,0,103,3
12,1,2024,2024-01-01,19,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,54,5,0,18,29,31,1,61,0,0,1,2,0,0.0,0,0,0.0,4,68,11,140,21,247,11.0,278,708,0,5,0,235,18,15.0,3.0,0.0,1,57.0,12.0,16.0,7.0,51,3,0,0,0,0,1482,3
13,1,2024,2024-01-01,19,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,20,2,0,5,19,4,1,24,1,0,0,1,0,0.0,0,0,0.0,3,29,8,49,5,76,7.0,112,257,0,2,0,120,2,1.0,1.0,0.0,1,23.0,0.0,8.0,0.0,31,0,0,0,0,0,634,3
14,1,2024,2024-01-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,31,1,0,20,24,15,0,39,0,0,3,0,0,0.0,0,1,0.0,1,44,20,45,8,132,17.0,217,439,0,10,0,175,6,4.0,2.0,0.0,0,57.0,18.0,9.0,5.0,37,5,0,0,0,0,1009,3
15,1,2024,2024-01-01,23,1,Rio de Janeiro,3304557,Capital,0,0,1,1,0,,1,2,,19,1,0,10,16,14,1,31,2,1,0,0,0,0.0,0,0,0.0,8,42,8,20,10,103,4.0,81,226,0,1,0,138,3,3.0,0.0,0.0,0,15.0,8.0,2.0,1.0,25,2,1,0,0,0,655,3
16,1,2024,2024-01-01,31,2,Rio de Janeiro,3304557,Capital,1,0,0,1,1,,2,5,,94,2,2,60,75,40,9,124,7,1,4,1,0,0.0,0,0,0.0,48,185,52,24,37,104,7.0,292,516,0,8,0,435,28,20.0,8.0,0.0,8,87.0,16.0,20.0,8.0,91,14,1,0,0,0,2043,3
17,1,2024,2024-01-01,4,1,Rio de Janeiro,3304557,Capital,0,0,1,1,0,,1,0,,28,6,1,35,30,23,25,78,40,3,0,0,0,0.0,0,0,0.0,19,140,21,6,16,42,2.0,107,194,0,2,1,53,9,0.0,8.0,1.0,17,19.0,3.0,13.0,0.0,29,1,1,0,0,0,709,3
18,1,2024,2024-01-01,6,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,8,1,0,13,51,48,8,107,24,0,2,0,0,0.0,0,1,0.0,10,144,7,11,15,62,0.0,167,262,0,3,0,86,4,4.0,0.0,0.0,3,16.0,2.0,2.0,0.0,28,1,0,0,0,0,701,3
19,1,2024,2024-01-01,6,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,1,,24,4,1,15,27,24,5,56,20,0,1,1,1,0.0,0,0,0.0,14,93,5,17,22,53,1.0,121,219,0,3,0,241,5,3.0,2.0,0.0,2,37.0,2.0,4.0,1.0,44,2,0,0,0,0,885,3
20,1,2024,2024-01-01,6,1,Rio de Janeiro,3304557,Capital,4,0,0,4,0,,4,3,,29,3,2,9,30,12,1,43,23,0,0,1,0,0.0,0,0,0.0,9,76,5,4,4,16,0.0,69,98,0,4,0,57,6,3.0,3.0,0.0,9,36.0,2.0,3.0,1.0,20,3,1,0,0,0,419,3
21,1,2024,2024-01-01,22,1,Rio de Janeiro,3304557,Capital,5,1,0,6,1,,7,4,,52,6,0,57,54,27,21,102,76,19,9,0,0,0.0,0,0,0.0,38,244,16,24,35,45,2.0,237,359,0,3,0,226,21,14.0,4.0,3.0,74,42.0,3.0,30.0,6.0,68,9,0,0,0,0,1547,3
22,1,2024,2024-01-01,16,1,Rio de Janeiro,3304557,Capital,3,0,0,3,0,,3,1,,50,5,3,32,21,12,7,40,43,4,3,0,0,0.0,1,0,0.0,7,98,17,7,7,21,0.0,89,141,0,3,0,131,7,3.0,4.0,0.0,26,21.0,1.0,2.0,2.0,48,3,0,0,0,0,720,3
23,1,2024,2024-01-01,3,1,Rio de Janeiro,3304557,Capital,1,0,0,1,1,,2,1,,17,0,0,10,20,13,2,35,32,0,1,1,0,0.0,0,0,0.0,9,78,7,6,10,10,0.0,90,123,0,1,0,104,2,1.0,1.0,0.0,2,17.0,6.0,3.0,0.0,24,2,0,0,0,0,546,3
24,1,2024,2024-01-01,3,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,29,1,1,15,62,14,2,78,31,0,0,0,0,0.0,0,0,0.0,10,119,16,17,10,7,0.0,74,124,0,4,0,84,3,1.0,1.0,1.0,17,16.0,1.0,5.0,0.0,49,2,0,0,0,0,617,3
25,1,2024,2024-01-01,3,1,Rio de Janeiro,3304557,Capital,1,0,0,1,2,,3,3,,35,5,0,19,27,18,4,49,34,0,1,0,0,0.0,0,0,0.0,18,102,9,7,15,35,0.0,77,143,0,4,0,101,17,3.0,4.0,10.0,10,24.0,1.0,14.0,4.0,35,4,0,0,0,0,696,3
26,1,2024,2024-01-01,3,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,0,,19,1,0,21,35,10,2,47,15,1,0,0,0,0.0,0,0,0.0,9,72,7,13,17,25,1.0,93,156,0,1,0,91,4,0.0,3.0,1.0,15,15.0,2.0,2.0,2.0,21,5,0,0,0,0,557,3
27,1,2024,2024-01-01,41,2,Rio de Janeiro,3304557,Capital,1,0,0,1,3,,4,1,,48,4,0,12,44,37,9,90,88,4,2,3,0,0.0,0,2,0.0,25,214,21,8,8,11,1.0,72,121,0,5,0,113,5,1.0,4.0,0.0,37,25.0,4.0,3.0,1.0,40,2,1,0,0,0,829,3
28,1,2024,2024-01-01,18,2,Rio de Janeiro,3304557,Capital,0,0,0,0,2,,2,4,,58,3,0,11,19,12,1,32,12,1,1,0,0,0.0,0,0,0.0,8,54,11,8,9,23,1.0,47,99,0,7,0,109,3,0.0,3.0,0.0,6,18.0,1.0,3.0,1.0,51,3,0,0,0,0,559,3
29,1,2024,2024-01-01,9,2,Rio de Janeiro,3304557,Capital,2,0,0,2,1,,3,0,,59,6,2,39,74,47,38,159,51,1,4,2,0,0.0,0,0,0.0,23,240,33,38,16,29,0.0,123,239,0,4,1,197,3,0.0,3.0,0.0,22,34.0,0.0,9.0,0.0,50,7,0,0,0,0,1130,3
30,1,2024,2024-01-01,9,2,Rio de Janeiro,3304557,Capital,2,0,0,2,0,,2,2,,51,3,1,17,23,22,3,48,61,0,3,0,0,0.0,0,1,0.0,9,122,28,10,8,26,0.0,51,123,0,3,0,100,4,1.0,2.0,1.0,10,33.0,1.0,2.0,0.0,53,5,0,0,0,0,666,3
31,1,2024,2024-01-01,41,2,Rio de Janeiro,3304557,Capital,3,0,0,3,0,,3,0,,25,1,0,9,33,12,9,54,47,2,1,2,0,0.0,0,0,0.0,8,114,26,4,4,14,0.0,31,79,0,1,0,90,1,1.0,0.0,0.0,25,7.0,1.0,3.0,1.0,40,7,1,0,0,0,592,3
32,1,2024,2024-01-01,18,2,Rio de Janeiro,3304557,Capital,12,1,0,13,2,,15,5,,148,15,1,43,45,17,7,69,28,5,2,1,0,0.0,0,1,0.0,26,132,27,19,28,59,3.0,274,410,0,14,0,433,17,3.0,13.0,1.0,22,74.0,10.0,21.0,4.0,179,10,1,0,0,0,2004,3
33,1,2024,2024-01-01,14,2,Rio de Janeiro,3304557,Capital,3,0,0,3,0,,3,2,,105,5,4,34,33,59,3,95,63,9,0,0,0,0.0,0,0,0.0,22,189,22,8,6,62,4.0,98,200,0,0,0,106,4,0.0,3.0,1.0,12,28.0,2.0,3.0,0.0,78,2,0,0,0,0,984,3
34,1,2024,2024-01-01,14,2,Rio de Janeiro,3304557,Capital,3,0,0,3,2,,5,12,,159,26,4,45,53,27,9,89,68,10,3,0,0,0.0,0,0,1.0,16,187,20,29,12,33,2.0,116,212,0,5,0,211,21,4.0,16.0,1.0,47,45.0,2.0,44.0,4.0,131,15,1,0,0,0,1427,3
35,1,2024,2024-01-01,40,2,Rio de Janeiro,3304557,Capital,4,0,0,4,0,,4,3,,228,16,7,76,49,22,18,89,49,3,5,4,0,0.0,0,2,0.0,31,183,56,23,11,29,3.0,213,335,0,8,1,735,1,0.0,1.0,0.0,22,94.0,3.0,11.0,0.0,269,20,0,0,0,0,2592,3
36,1,2024,2024-01-01,27,2,Rio de Janeiro,3304557,Capital,3,0,0,3,0,,3,4,,148,6,0,34,23,9,12,44,12,1,7,2,0,0.0,0,1,0.0,8,75,25,8,4,25,1.0,96,159,0,4,0,168,0,0.0,0.0,0.0,24,42.0,3.0,3.0,0.0,135,11,0,0,0,0,1039,3
37,1,2024,2024-01-01,17,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,1,,57,4,0,16,8,5,0,13,8,2,1,0,0,0.0,0,0,0.0,7,31,7,9,13,19,0.0,108,156,0,3,0,105,12,9.0,2.0,1.0,12,15.0,6.0,5.0,2.0,52,4,0,0,0,0,888,3
38,1,2024,2024-01-01,16,1,Rio de Janeiro,3304557,Capital,5,0,0,5,0,,5,1,,39,4,0,23,33,15,2,50,49,10,0,0,0,0.0,0,0,0.0,18,127,25,4,7,7,0.0,93,136,0,1,0,160,7,1.0,5.0,1.0,44,26.0,3.0,9.0,2.0,41,6,0,0,0,0,892,3
39,1,2024,2024-01-01,41,2,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,0,,57,1,5,27,53,28,25,106,58,9,0,1,0,0.0,0,0,0.0,38,212,13,20,13,22,1.0,77,146,0,1,0,120,10,1.0,8.0,1.0,65,34.0,4.0,3.0,0.0,57,3,2,0,0,0,947,3
40,1,2024,2024-01-01,9,2,Rio de Janeiro,3304557,Capital,1,0,0,1,1,,2,2,,47,2,0,10,40,25,10,75,35,5,1,0,0,0.0,0,0,1.0,25,142,20,9,7,5,0.0,34,75,0,4,2,71,3,1.0,1.0,1.0,11,14.0,1.0,2.0,1.0,43,4,1,0,0,0,526,3
41,1,2024,2024-01-01,18,2,Rio de Janeiro,3304557,Capital,1,0,0,1,3,,4,4,,38,6,0,22,27,13,1,41,11,1,0,0,0,0.0,0,0,0.0,1,54,10,15,12,12,5.0,58,112,0,7,0,162,8,1.0,5.0,2.0,5,27.0,3.0,1.0,1.0,50,4,0,0,0,0,680,3
42,1,2024,2024-01-01,31,2,Rio de Janeiro,3304557,Capital,6,0,0,6,1,,7,17,,84,6,0,24,32,19,10,61,16,2,3,2,0,0.0,0,0,1.0,18,103,64,15,15,69,6.0,181,350,0,14,2,312,31,21.0,11.0,0.0,12,52.0,6.0,9.0,2.0,125,11,2,0,0,0,1551,3
43,1,2024,2024-01-01,27,2,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,3,,77,9,1,29,16,16,10,42,4,0,0,0,0,0.0,0,0,0.0,2,48,14,1,1,14,1.0,58,89,0,13,0,105,0,0.0,0.0,0.0,17,9.0,0.0,4.0,1.0,83,12,0,0,0,0,660,3
44,1,2024,2024-01-01,3,1,Rio de Janeiro,3304557,Capital,4,0,0,4,0,,4,0,,37,1,0,31,34,18,9,61,32,0,0,1,0,0.0,0,0,0.0,25,119,14,12,11,22,0.0,155,214,0,2,0,47,6,3.0,2.0,1.0,8,18.0,2.0,1.0,0.0,25,4,0,0,0,0,698,3
48,1,2024,2024-01-01,24,3,Seropédica,3305554,Baixada Fluminense,2,0,0,2,1,,3,4,,19,1,2,12,5,2,0,7,10,0,0,1,0,0.0,0,0,1.0,0,19,6,1,0,5,1.0,26,39,0,2,0,40,4,3.0,1.0,0.0,8,15.0,0.0,4.0,0.0,20,2,0,0,0,0,287,3
50,1,2024,2024-01-01,24,3,Itaguaí,3302007,Baixada Fluminense,11,0,0,11,1,,12,4,,50,0,1,8,10,8,6,24,16,0,2,0,0,0.0,0,0,0.0,9,51,10,3,1,10,0.0,39,63,0,2,0,95,2,1.0,1.0,0.0,12,9.0,0.0,11.0,0.0,50,12,1,0,0,0,496,3
51,1,2024,2024-01-01,24,3,Paracambi,3303609,Baixada Fluminense,3,0,0,3,0,,3,1,,27,1,0,1,0,0,0,0,4,1,0,0,0,0.0,0,0,0.0,0,5,1,1,0,2,2.0,17,23,0,2,0,26,8,3.0,5.0,0.0,0,10.0,0.0,4.0,0.0,18,3,1,1,0,0,155,3
52,1,2024,2024-01-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,0,0,0,0,0,,0,1,,91,8,4,39,71,36,10,117,38,3,5,0,0,0.0,0,2,0.0,7,172,43,24,3,27,0.0,158,255,0,5,0,85,3,3.0,0.0,0.0,23,36.0,0.0,13.0,1.0,90,3,1,0,0,0,1496,3
53,1,2024,2024-01-01,20,3,Mesquita,3302858,Baixada Fluminense,1,0,0,1,0,,1,0,,56,3,0,15,38,22,12,72,21,0,4,1,0,0.0,0,1,0.0,10,109,27,8,5,3,2.0,40,85,0,3,1,77,10,3.0,6.0,1.0,13,36.0,1.0,7.0,1.0,67,4,0,0,0,0,652,3
54,1,2024,2024-01-01,39,3,Belford Roxo,3300456,Baixada Fluminense,12,0,2,14,2,,16,7,,136,13,1,39,110,39,12,161,97,14,2,1,0,0.0,0,2,1.0,25,303,31,14,9,11,1.0,71,137,0,14,3,228,15,0.0,14.0,1.0,46,64.0,2.0,16.0,1.0,138,25,0,0,0,0,1447,3
55,1,2024,2024-01-01,24,3,Queimados,3304144,Baixada Fluminense,6,0,0,6,1,,7,5,,91,3,0,13,34,11,4,49,6,2,0,3,0,0.0,0,0,0.0,0,60,13,2,1,4,2.0,61,83,0,3,1,78,8,1.0,7.0,0.0,2,53.0,1.0,15.0,0.0,75,7,0,0,0,0,635,3
56,1,2024,2024-01-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,4,0,0,4,0,,4,6,,103,15,3,31,64,40,9,113,40,7,2,3,0,0.0,0,0,0.0,18,183,25,3,0,8,2.0,55,93,0,8,0,105,4,0.0,4.0,0.0,20,28.0,3.0,1.0,0.0,129,5,1,0,0,0,843,3
57,1,2024,2024-01-01,20,3,Nilópolis,3303203,Baixada Fluminense,0,0,0,0,1,,1,2,,47,2,0,13,34,18,4,56,32,1,0,0,0,0.0,0,0,0.0,8,97,23,4,2,16,1.0,56,102,0,1,0,57,5,1.0,4.0,0.0,8,11.0,1.0,11.0,0.0,46,2,0,0,0,0,518,3
58,1,2024,2024-01-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,3,0,0,3,0,,3,2,,150,13,8,19,43,35,4,82,48,10,1,1,0,0.0,0,1,1.0,20,164,21,2,0,11,1.0,61,96,0,0,0,110,6,4.0,3.0,0.0,14,36.0,0.0,12.0,0.0,135,7,0,0,0,0,1046,3
59,1,2024,2024-01-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,4,0,0,4,0,,4,2,,110,6,2,44,149,73,14,236,82,19,2,0,0,1.0,1,0,0.0,25,366,32,37,8,28,0.0,189,294,0,2,0,172,8,4.0,3.0,1.0,99,37.0,1.0,10.0,1.0,79,9,2,0,0,0,1551,3
60,1,2024,2024-01-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,11,0,1,12,5,,17,7,,69,7,8,14,46,19,3,68,118,7,5,0,0,0.0,0,0,0.0,38,236,23,3,0,5,1.0,57,89,0,3,0,119,19,1.0,17.0,1.0,38,60.0,6.0,18.0,1.0,84,6,1,0,0,0,992,3
61,1,2024,2024-01-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,1,0,0,1,0,,1,1,,30,2,1,6,4,1,0,5,5,0,1,0,0,0.0,0,1,0.0,1,13,5,2,0,2,2.0,10,21,0,0,0,41,1,0.0,1.0,0.0,1,3.0,0.0,1.0,0.0,31,6,0,0,0,0,209,3
62,1,2024,2024-01-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,2,0,0,2,0,,2,1,,61,2,1,9,26,15,3,44,25,4,4,0,0,0.0,0,0,0.0,7,84,10,4,0,6,3.0,24,47,0,4,1,80,5,0.0,5.0,0.0,13,24.0,1.0,2.0,0.0,49,6,0,0,0,0,442,3
63,1,2024,2024-01-01,24,3,Japeri,3302270,Baixada Fluminense,1,0,0,1,0,,1,3,,45,2,0,2,2,0,0,2,2,0,0,0,0,0.0,0,0,0.0,4,8,4,0,3,4,0.0,17,28,0,0,0,22,10,7.0,2.0,1.0,4,21.0,2.0,11.0,2.0,21,3,0,0,0,0,282,3
64,1,2024,2024-01-01,21,3,São João de Meriti,3305109,Baixada Fluminense,6,0,0,6,6,,12,11,,141,10,2,49,91,35,40,166,63,18,6,1,0,0.0,0,2,0.0,41,297,41,12,10,19,0.0,115,197,0,13,0,312,14,1.0,13.0,0.0,37,64.0,7.0,9.0,0.0,165,20,0,0,0,0,1736,3
65,1,2024,2024-01-01,34,3,Magé,3302502,Baixada Fluminense,3,0,0,3,0,,3,2,,33,4,1,4,4,4,0,8,3,1,1,0,0,0.0,0,0,0.0,2,15,8,0,0,4,0.0,28,40,0,4,0,27,10,1.0,8.0,1.0,1,19.0,1.0,5.0,0.0,32,2,0,0,0,0,297,3
66,1,2024,2024-01-01,34,3,Magé,3302502,Baixada Fluminense,1,0,0,1,0,,1,0,,66,13,0,22,5,6,0,11,9,0,1,0,0,0.0,0,0,0.0,0,21,19,3,0,2,3.0,74,101,0,3,2,81,2,2.0,0.0,0.0,4,20.0,1.0,3.0,0.0,102,9,0,0,0,0,609,3
67,1,2024,2024-01-01,34,3,Guapimirim,3301850,Baixada Fluminense,0,0,0,0,0,,0,5,,14,3,0,13,0,1,0,1,1,0,0,1,0,0.0,0,0,0.0,2,5,3,2,0,0,2.0,16,23,0,0,0,47,3,1.0,3.0,0.0,1,8.0,0.0,5.0,0.0,26,5,1,0,0,0,238,3
1,2,2024,2024-02-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,20,2,1,1,94,45,1,140,0,0,2,0,0,0.0,0,1,1.0,9,153,5,401,15,260,0.0,91,772,0,2,0,99,5,5.0,0.0,0.0,0,31.0,9.0,10.0,5.0,11,2,0,0,0,0,1210,3
4,2,2024,2024-02-01,5,1,Rio de Janeiro,3304557,Capital,2,0,0,2,0,,2,1,,34,0,1,12,49,24,6,79,2,1,0,0,0,0.0,0,0,0.0,4,86,8,61,14,155,2.0,85,325,0,2,1,44,9,3.0,6.0,0.0,5,39.0,4.0,17.0,2.0,13,7,0,1,0,0,696,3
5,2,2024,2024-02-01,5,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,2,,60,1,0,9,164,201,6,371,6,0,2,1,0,0.0,0,0,0.0,10,390,14,229,9,464,2.0,138,856,0,3,0,127,10,6.0,3.0,1.0,1,59.0,34.0,13.0,7.0,32,5,0,0,0,0,1841,3
6,2,2024,2024-02-01,4,1,Rio de Janeiro,3304557,Capital,0,0,0,0,1,,1,1,,32,1,0,29,38,18,11,67,15,2,0,0,0,0.0,0,0,0.0,12,96,12,54,18,72,1.0,111,268,0,2,0,80,3,1.0,2.0,0.0,6,34.0,1.0,9.0,2.0,29,1,0,0,0,0,745,3
7,2,2024,2024-02-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,12,2,0,0,35,15,1,51,3,0,0,0,0,0.0,0,0,0.0,6,60,7,25,1,118,0.0,46,197,0,0,0,29,3,2.0,1.0,0.0,1,5.0,0.0,0.0,0.0,13,3,0,0,0,0,403,3
9,2,2024,2024-02-01,2,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,1,,31,2,4,27,65,59,5,129,11,0,1,0,0,0.0,0,1,3.0,12,157,24,106,9,393,15.0,187,734,0,3,0,160,11,9.0,1.0,1.0,3,27.0,12.0,6.0,0.0,30,4,1,0,0,0,1492,3
10,2,2024,2024-02-01,2,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,31,2,2,11,51,30,2,83,7,0,7,1,0,0.0,0,0,1.0,11,110,26,49,21,131,22.0,216,465,0,5,0,134,9,4.0,4.0,1.0,1,24.0,6.0,2.0,0.0,29,2,1,0,0,0,1042,3
11,2,2024,2024-02-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,18,1,0,0,0,0,1,1,0,0,0,0,0,0.0,0,0,0.0,0,1,1,4,2,5,0.0,8,20,0,0,0,19,2,1.0,1.0,0.0,1,4.0,0.0,2.0,0.0,12,3,0,0,0,0,122,3
12,2,2024,2024-02-01,19,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,2,,34,6,1,7,20,14,1,35,2,0,1,1,0,0.0,0,0,0.0,11,50,10,100,16,126,9.0,247,508,0,2,0,147,10,6.0,3.0,1.0,3,35.0,3.0,30.0,4.0,32,2,0,0,0,0,1084,3
13,2,2024,2024-02-01,19,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,3,,17,0,0,6,16,6,0,22,1,0,1,1,0,0.0,0,0,0.0,4,29,8,25,3,53,6.0,117,212,0,1,0,146,5,4.0,1.0,0.0,0,21.0,0.0,5.0,1.0,29,3,0,0,0,0,599,3
14,2,2024,2024-02-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,31,2,0,12,19,31,0,50,3,0,3,0,0,0.0,0,0,0.0,9,65,24,102,7,436,17.0,219,805,0,3,0,178,13,7.0,6.0,1.0,0,26.0,6.0,22.0,4.0,16,4,0,0,0,0,1401,3
15,2,2024,2024-02-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,24,1,0,16,13,19,0,32,5,0,3,0,0,0.0,0,0,0.0,3,43,7,12,10,148,3.0,85,265,0,3,0,113,3,2.0,1.0,0.0,2,14.0,2.0,2.0,2.0,19,4,0,0,0,0,686,3
16,2,2024,2024-02-01,31,2,Rio de Janeiro,3304557,Capital,4,0,0,4,1,,5,3,,72,6,9,57,86,38,8,132,7,1,2,3,0,0.0,0,0,0.0,36,181,37,41,35,110,5.0,321,549,0,5,1,388,25,14.0,11.0,0.0,12,83.0,25.0,20.0,4.0,74,6,1,0,0,0,1934,3
17,2,2024,2024-02-01,4,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,27,5,4,24,27,21,27,75,41,4,1,0,0,0.0,0,0,0.0,13,134,22,9,17,45,0.0,93,186,0,0,0,39,8,3.0,5.0,0.0,13,36.0,6.0,6.0,3.0,26,7,1,0,0,0,650,3
18,2,2024,2024-02-01,6,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,2,,30,3,1,18,52,44,5,101,32,0,1,0,0,0.0,0,1,1.0,11,147,4,31,14,99,4.0,120,272,0,4,0,92,8,5.0,2.0,1.0,3,34.0,1.0,8.0,0.0,25,3,0,0,0,0,796,3
19,2,2024,2024-02-01,6,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,4,,42,2,0,11,22,24,4,50,26,0,2,0,0,1.0,0,0,1.0,6,86,10,15,19,76,3.0,129,252,0,8,0,165,6,4.0,2.0,0.0,9,26.0,9.0,9.0,0.0,46,3,0,0,0,0,842,3
20,2,2024,2024-02-01,6,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,1,,30,1,0,9,26,18,0,44,29,0,0,0,0,0.0,0,0,0.0,11,84,4,9,12,24,1.0,67,117,0,3,0,67,1,0.0,1.0,0.0,7,12.0,6.0,2.0,0.0,26,7,0,0,0,0,465,3
21,2,2024,2024-02-01,22,1,Rio de Janeiro,3304557,Capital,3,0,1,4,0,,4,13,,49,9,6,60,70,24,24,118,88,22,1,0,0,0.0,0,0,0.0,32,261,25,28,31,45,0.0,215,344,0,4,1,153,21,12.0,5.0,4.0,153,48.0,6.0,48.0,6.0,58,14,1,0,0,0,1558,3
22,2,2024,2024-02-01,16,1,Rio de Janeiro,3304557,Capital,2,0,0,2,2,,4,7,,42,4,2,24,24,4,5,33,30,9,3,1,0,1.0,0,0,1.0,10,88,14,8,22,12,0.0,124,180,0,5,0,151,14,3.0,6.0,5.0,20,13.0,0.0,4.0,0.0,37,3,0,0,0,0,880,3
23,2,2024,2024-02-01,3,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,0,,22,1,0,6,28,16,4,48,48,0,1,0,0,0.0,0,0,0.0,19,116,9,6,11,16,0.0,111,153,0,0,0,91,0,0.0,0.0,0.0,4,26.0,1.0,10.0,0.0,27,1,0,0,0,0,586,3
24,2,2024,2024-02-01,3,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,0,,34,3,0,25,47,16,4,67,46,0,1,4,0,0.0,0,0,0.0,15,133,11,13,6,18,0.0,68,116,0,2,0,87,1,1.0,0.0,0.0,26,13.0,0.0,3.0,0.0,36,2,0,0,0,0,587,3
25,2,2024,2024-02-01,3,1,Rio de Janeiro,3304557,Capital,2,0,0,2,1,,3,2,,42,4,0,6,18,19,6,43,34,0,3,1,0,0.0,0,0,0.0,20,101,6,4,6,29,1.0,78,124,0,4,1,92,15,6.0,7.0,2.0,18,36.0,0.0,13.0,2.0,47,2,2,0,0,0,608,3
26,2,2024,2024-02-01,3,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,0,,16,2,0,16,23,20,0,43,25,1,0,0,0,0.0,0,0,1.0,10,80,5,14,10,32,2.0,94,157,0,3,1,65,4,3.0,1.0,0.0,16,15.0,4.0,5.0,0.0,24,0,0,0,0,0,541,3
27,2,2024,2024-02-01,41,2,Rio de Janeiro,3304557,Capital,1,0,1,2,1,,3,2,,43,3,1,15,59,48,7,114,92,5,1,0,0,1.0,0,1,0.0,40,254,31,8,5,25,2.0,80,151,0,0,1,127,5,2.0,3.0,0.0,35,25.0,4.0,10.0,0.0,44,4,1,0,0,0,833,3
